tick,liquidity_net,liquidity,sqrtPriceX96,sqrtPriceX96Next,dx,dy,dx_float,dy_float,x_float,y_float,fees_x_float,fees_y_float
129200,3960535529155103762475,1431928222634986605307165,50615282959578898818104909889536,50111677533460481574697749708800,22525302033466972954,-9101900130540673444832250,22.52530203346697,-9101900.130540673,22.52530203346697,-9101900.130540673,0.2252530203346697,0
129000,0,1431928222634986605307165,50111677533460481574697749708800,49613082815776091117290942103552,22751673707443002108,-9011339216411353314952355,22.751673707443,-9011339.216411354,45.276975740909975,-18113239.34695203,0.4527697574090998,0
128800,143382156725038548440,1431784840478261566758725,49613082815776091117290942103552,49119448951624016424548180164608,22978019269679952503,-8920786006016446509177823,22.97801926967995,-8920786.006016446,68.25499501058992,-27034025.352968477,0.6825499501058993,0
128600,0,1431784840478261566758725,49119448951624016424548180164608,48630726582142475196605424205824,23208940598903133348,-8832027117886313464569312,23.208940598903133,-8832027.117886314,91.46393560949306,-35866052.47085479,0.9146393560949306,0
128400,359358457666341508331,1431425482020595225250394,48630726582142475196605424205824,48146866839574082994638556233728,23436298941499419724,-8741956688843108088180908,23.43629894149942,-8741956.688843109,114.90023455099248,-44608009.1596979,1.1490023455099247,0
128200,1439318766208348045897,1429986163254386877204497,48146866839574082994638556233728,47667821342379609774752977125376,23648023467612513301,-8646274390549970608587496,23.648023467612514,-8646274.39054997,138.548258018605,-53254283.55024787,1.38548258018605,0
128000,0,1429986163254386877204497,47667821342379609774752977125376,47193542190400222175461474566144,23885678112626547595,-8560246802750757602353566,23.885678112626547,-8560246.802750757,162.43393613123155,-61814530.35299863,1.6243393613123156,0
127800,0,1429986163254386877204497,47193542190400222175461474566144,46723981960067932335573464776704,24125721106517358145,-8475075161169186406026000,24.125721106517357,-8475075.161169186,186.5596572377489,-70289605.51416782,1.865596572377489,0
127600,0,1429986163254386877204497,46723981960067932335573464776704,46259093699663649760145540382720,24368176451384833904,-8390750949422029539197087,24.368176451384834,-8390750.94942203,210.92783368913373,-78680356.46358985,2.1092783368913373,0
127400,0,1429986163254386877204497,46259093699663649760145540382720,45798830924622457932124625305600,24613068390540942677,-8307265735860947629565284,24.613068390540942,-8307265.7358609475,235.54090207967468,-86987622.19945079,2.355409020796747,0
127200,-338228503399536169971,1430324391757786413374468,45798830924622457932124625305600,45343147612885584244927706955776,24866301539948379773,-8226556504789206137437098,24.86630153994838,-8226556.504789206,260.40720361962303,-95214178.70424,2.6040720361962304,0
127000,0,1430324391757786413374468,45343147612885584244927706955776,44891998200298612895995408678912,25116199467924186937,-8144704971974625855247560,25.116199467924186,-8144704.971974626,285.5234030875472,-103358883.67621462,2.855234030875472,0
126800,44604805405369491690,1430279786952381043882778,44891998200298612895995408678912,44445337576055472366958155923456,25367817663099669584,-8063416368737281597012518,25.367817663099668,-8063416.368737281,310.8912207506469,-111422300.0449519,3.108912207506469,0
126600,0,1430279786952381043882778,44445337576055472366958155923456,44003121078187801173647727525888,25622755658647243462,-7983188026645524329344297,25.622755658647243,-7983188.026645524,336.5139764092941,-119405488.07159743,3.3651397640929415,0
126400,0,1430279786952381043882778,44003121078187801173647727525888,43565304489099124432401143431168,25880255694905080074,-7903757930183334155516073,25.88025569490508,-7903757.930183334,362.3942321041992,-127309246.00178076,3.623942321041992,0
126200,920615557122315520795,1429359171395258728361983,43565304489099124432401143431168,43131844031143525990682972913664,26123517995494674030,-7820081412395185759792243,26.123517995494673,-7820081.412395186,388.5177500996939,-135129327.41417596,3.8851775009969387,0
126000,0,1429359171395258728361983,43131844031143525990682972913664,42702696362248266682871524098048,26386050524026755610,-7742274173124945051997455,26.386050524026757,-7742274.173124945,414.90380062372066,-142871601.5873009,4.149038006237206,0
125800,1370031635237479705801,1427989139760021248656182,42702696362248266682871524098048,42277818571579997430437979881472,26625676390275601140,-7657894005686240773791053,26.6256763902756,-7657894.005686241,441.52947701399626,-150529495.59298715,4.415294770139963,0
125600,0,1427989139760021248656182,42277818571579997430437979881472,41857168175254026754563195797504,26893255440992857097,-7581700477795214966605576,26.893255440992856,-7581700.477795215,468.4227324549891,-158111196.07078236,4.684227324549891,0
125400,0,1427989139760021248656182,41857168175254026754563195797504,41440703112086390499613027074048,27163523570751469619,-7506265050458338055681408,27.16352357075147,-7506265.050458338,495.58625602574057,-165617461.1212407,4.955862560257406,0
125200,0,1427989139760021248656182,41440703112086390499613027074048,41028381739388039220328824569856,27436507803889641344,-7431580180825008859667173,27.43650780388964,-7431580.180825009,523.0227638296302,-173049041.3020657,5.230227638296302,0
125000,338228503399536169971,1427650911256621712486211,41028381739388039220328824569856,40620162828801008124744278474752,27705671613356642670,-7355895696644906346034021,27.705671613356643,-7355895.696644906,550.7284354429869,-180404936.9987106,5.507284354429869,0
124800,0,1427650911256621712486211,40620162828801008124744278474752,40216005562175943572480405274624,27984104251126740064,-7282706952649265881699038,27.98410425112674,-7282706.9526492655,578.7125396941136,-187687643.95135987,5.7871253969411365,0
124600,0,1427650911256621712486211,40216005562175943572480405274624,39815869527490643854846997823488,28265335042822748411,-7210246412596404033399692,28.26533504282275,-7210246.412596404,606.9778747369363,-194897890.36395627,6.069778747369363,0
124400,0,1427650911256621712486211,39815869527490643854846997823488,39419714714809258472379976253440,28549392108945028446,-7138506831096203311650730,28.549392108945028,-7138506.831096203,635.5272668458813,-202036397.19505247,6.355272668458813,0
124200,0,1427650911256621712486211,39419714714809258472379976253440,39027501512281646010256001597440,28836303852596500823,-7067481034848068355511088,28.8363038525965,-7067481.034848068,664.3635706984778,-209103878.22990054,6.643635706984778,0
124000,0,1427650911256621712486211,39027501512281646010256001597440,38639190702182534827213789855744,29126098962322986432,-6997161921923699618478880,29.126098962322985,-6997161.9219237,693.4896696608008,-216101040.15182424,6.934896696608008,0
123800,232823190388975031106,1427418088066232737455105,38639190702182534827213789855744,38254743456990144284410446348288,29414008757292205356,-6926412708310023030387074,29.414008757292205,-6926412.708310023,722.903678418093,-223027452.86013424,7.22903678418093,0
123600,0,1427418088066232737455105,38254743456990144284410446348288,37874121335503766614654182227968,29709609606099765316,-6857497178859612219901800,29.709609606099765,-6857497.178859612,752.6132880241928,-229884950.03899387,7.526132880241928,0
123400,0,1427418088066232737455105,37874121335503766614654182227968,37497286279000003187238751961088,30008181143552171940,-6789267336271851217419704,30.00818114355217,-6789267.336271851,782.621469167745,-236674217.37526572,7.82621469167745,0
123200,4585369887577798393865,1422832718178654939061240,37497286279000003187238751961088,37124200607427236333614266318848,30212387616263938800,-6700123836670022060873587,30.21238761626394,-6700123.836670022,812.833856784009,-243374341.21193573,8.12833856784009,0
123000,0,1422832718178654939061240,37124200607427236333614266318848,36754827015637985453123445981184,30516011902826179779,-6633459807101935752995409,30.51601190282618,-6633459.807101936,843.3498686868352,-250007801.01903766,8.43349868686835,0
122800,0,1422832718178654939061240,36754827015637985453123445981184,36389128569658715053239088185344,30822687510871818872,-6567459062712893980133743,30.82268751087182,-6567459.062712894,874.172556197707,-256575260.08175057,8.74172556197707,0
122600,182919542265111182234,1422649798636389827879006,36389128569658715053239088185344,36027068702996788479528085225472,31128442714331368104,-6501279091360620042887569,31.128442714331367,-6501279.09136062,905.3009989120384,-263076539.1731112,9.053009989120385,0
122400,0,1422649798636389827879006,36027068702996788479528085225472,35668611212984148500576649347072,31441273045087892037,-6436593501639953358924177,31.441273045087893,-6436593.501639954,936.7422719571263,-269513132.67475116,9.367422719571262,0
122200,19175613830037088068049,1403474184806352739810957,35668611212984148500576649347072,35313720257157386977904691249152,31329197592711559193,-6286657157225329666507550,31.32919759271156,-6286657.157225329,968.0714695498378,-275799789.8319765,9.680714695498379,0
122000,0,1403474184806352739810957,35313720257157386977904691249152,34962360349673816311301398331392,31644045442159506658,-6224106985194274769673574,31.644045442159506,-6224106.985194275,999.7155149919973,-282023896.81717074,9.997155149919974,0
121800,0,1403474184806352739810957,34962360349673816311301398331392,34614496357763227407608096751616,31962057406104663274,-6162179166812029012811964,31.962057406104663,-6162179.166812029,1031.677572398102,-288186075.98398274,10.31677572398102,0
121600,0,1403474184806352739810957,34614496357763227407608096751616,34270093498214919841782679207936,32283265282829027879,-6100867509864474329430138,32.28326528282903,-6100867.509864475,1063.960837680931,-294286943.4938472,10.63960837680931,0
121400,0,1403474184806352739810957,34270093498214919841782679207936,33929117333899706972670191992832,32607701190175921919,-6040165883747857957490351,32.60770119017592,-6040165.883747858,1096.568538871107,-300327109.37759507,10.96568538871107,0
121200,575827495419392520762,1402898357310933347290195,33929117333899706972670191992832,33591533770326508703911627456512,32921884596670012680,-5977614673402834177595139,32.92188459667001,-5977614.673402834,1129.490423467777,-306304724.0509979,11.29490423467777,0
121000,2221728371775757270845,1400676628939157590019350,33591533770326508703911627456512,33257309052233239156015142797312,33200077040257312125,-5908766991317467617482142,33.20007704025731,-5908766.991317468,1162.6905005080343,-312213491.04231536,11.626905005080344,0
120800,0,1400676628939157590019350,33257309052233239156015142797312,32926409760211556904025477611520,33533726595969561721,-5849976702209113314269343,33.53372659596956,-5849976.702209113,1196.2242271040038,-318063467.7445245,11.96224227104004,0
120600,13084806170972767409,1400663544132986617251941,32926409760211556904025477611520,32598802807365252600810201677824,33870412804236725466,-5791717251724698309975970,33.87041280423673,-5791717.251724699,1230.0946399082407,-323855184.9962492,12.300946399082408,0
120400,0,1400663544132986617251941,32598802807365252600810201677824,32274455436001868661996329631744,34210799007864885211,-5734091569046073754023077,34.210799007864885,-5734091.569046074,1264.3054389161055,-329589276.5652953,12.643054389161055,0
120200,2012526928901892781221,1398651017204084724470720,32274455436001868661996329631744,31953335214357199731786367631360,34504956598897352335,-5668882255943453106664764,34.50495659889735,-5668882.255943453,1298.8103955150027,-335258158.82123876,12.988103955150027,0
120000,0,1398651017204084724470720,31953335214357199731786367631360,31635410033352444246072796119040,34851719753245673316,-5612478741092041903631801,34.851719753245675,-5612478.741092042,1333.6621152682483,-340870637.5623308,13.336621152682483,0
119800,0,1398651017204084724470720,31635410033352444246072796119040,31320648103383579250886388482048,35201967760121157164,-5556636422671195583857858,35.20196776012116,-5556636.422671195,1368.8640830283694,-346427273.985002,13.688640830283694,0
119600,0,1398651017204084724470720,31320648103383579250886388482048,31009017951142683756601096011776,35555735641114992870,-5501349716961051018276662,35.55573564111499,-5501349.716961051,1404.4198186694844,-351928623.701963,14.044198186694844,0
119400,0,1398651017204084724470720,31009017951142683756601096011776,30700488416470917893919720079360,35913058769771081085,-5446613095797544492589765,35.913058769771084,-5446613.095797544,1440.3328774392555,-357375236.79776055,14.403328774392554,0
119200,0,1398651017204084724470720,30700488416470917893919720079360,30395028649242757051273535553536,36273972875129607320,-5392421086020653214326017,36.27397287512961,-5392421.086020653,1476.6068503143852,-362767657.8837812,14.76606850314385,0
119000,0,1398651017204084724470720,30395028649242757051273535553536,30092608106281305353250398011392,36638514045290477036,-5338768268925737480019869,36.63851404529048,-5338768.268925738,1513.2453643596757,-368106426.1527069,15.132453643596758,0
118800,2173271962319694711,1398648843932122404776009,30092608106281305353250398011392,29793196548304224609289715580928,37006661228720827418,-5285641066699779335710459,37.00666122872083,-5285641.06669978,1550.2520255883965,-373392067.2194067,15.502520255883963,0
118600,0,1398648843932122404776009,29793196548304224609289715580928,29496764036900098588659190595584,37378565669254884981,-5233050675694145349927294,37.37856566925488,-5233050.675694145,1587.6305912576513,-378625117.8951009,15.876305912576514,0
118400,0,1398648843932122404776009,29496764036900098588659190595584,29203280931534858822944259309568,37754207623747528347,-5180983541790440619675661,37.754207623747526,-5180983.541790441,1625.3847988813989,-383806101.4368913,16.253847988813988,0
118200,0,1398648843932122404776009,29203280931534858822944259309568,28912717886588015230871469555712,38133624652950008875,-5129434458752367580983109,38.13362465295001,-5129434.458752368,1663.5184235343488,-388935535.8956437,16.635184235343488,0
118000,0,1398648843932122404776009,28912717886588015230871469555712,28625045848418340284694861447168,38516854695089413189,-5078398272144368686743126,38.516854695089414,-5078398.272144369,1702.0352782294383,-394013934.1677881,17.02035278229438,0
117800,0,1398648843932122404776009,28625045848418340284694861447168,28340236052458804056162119450624,38903936069654829283,-5027869878815248043139193,38.903936069654826,-5027869.878815248,1740.939214299093,-399041804.0466033,17.40939214299093,0
